,SPY
2016-01-05,"['30.89', '28.209', '24.285', '0.11', '21.401999999999997', '14.605', '12.511', '0.5429999999999999', '1104.0', '596.887', '375.955', '1.349', '0.345', '1.465', '0.065', '2016-01-05']"
2016-01-06,"['22.65', '24.761999999999997', '19.264', '-0.11', '11.435', '12.687999999999999', '9.774', '-0.128', '975.0', '586.302', '360.339', '1.079', '0.47100000000000003', '1.601', '-0.305', '2016-01-06']"
2016-01-07,"['-6.067', '22.430999999999997', '20.333', '-1.402', '-2.0469999999999997', '11.437999999999999', '10.429', '-1.2930000000000001', '1494.0', '603.2919999999999', '395.459', '2.252', '0.33899999999999997', '2.0340000000000003', '0.034', '2016-01-07']"
2016-01-08,"['22.772', '22.566999999999997', '20.535999999999998', '0.01', '16.979', '11.467', '11.282', '0.489', '1570.0', '627.602', '431.941', '2.182', '0.326', '1.976', '0.414', '2016-01-08']"
2016-01-09,"['-1.053', '22.709', '20.761999999999997', '-1.145', '1.953', '11.534', '11.205', '-0.855', '1110.0', '676.0110000000001', '440.619', '0.985', '0.35200000000000004', '1.5130000000000001', '-0.09300000000000001', '2016-01-09']"
2016-01-10,"['9.084', '22.45', '20.576', '-0.65', '5.16', '11.355', '11.165', '-0.555', '293.0', '675.9789999999999', '451.009', '-0.8490000000000001', '0.5529999999999999', '0.621', '-0.002', '2016-01-10']"
2016-01-11,"['12.969000000000001', '20.366', '19.007', '-0.389', '10.672', '10.552', '10.362', '0.012', '730.0', '672.6310000000001', '448.102', '0.128', '0.426', '1.579', '-0.268', '2016-01-11']"
2016-01-12,"['36.982', '19.395', '17.729', '0.992', '25.815', '10.363', '10.119', '1.527', '1499.0', '703.582', '487.555', '1.631', '0.305', '1.926', '-0.038', '2016-01-12']"
2016-01-13,"['24.086', '17.058', '13.534', '0.519', '10.995999999999999', '8.999', '8.048', '0.248', '1163.0', '719.0989999999999', '491.73400000000004', '0.903', '0.349', '1.207', '0.159', '2016-01-13']"
2016-01-14,"['-11.855', '15.610999999999999', '15.525', '-1.7690000000000001', '1.9040000000000001', '8.805', '8.495', '-0.812', '1881.0', '802.568', '549.941', '1.9609999999999999', '0.297', '2.051', '0.391', '2016-01-14']"
2016-01-15,"['33.38', '16.734', '16.917', '0.9840000000000001', '8.141', '8.744', '8.937000000000001', '-0.068', '1696.0', '870.6310000000001', '537.314', '1.536', '0.28800000000000003', '1.8319999999999999', '-0.377', '2016-01-15']"
2016-01-16,"['22.925', '17.77', '17.567999999999998', '0.293', '14.997', '9.535', '9.121', '0.599', '1317.0', '931.5830000000001', '518.215', '0.7440000000000001', '0.344', '1.041', '0.303', '2016-01-16']"
2016-01-17,"['-1.117', '16.35', '18.054000000000002', '-0.9670000000000001', '0.408', '8.693999999999999', '9.257', '-0.895', '346.0', '947.2760000000001', '532.193', '-1.13', '0.419', '0.591', '-0.106', '2016-01-17']"
2016-01-18,"['8.613', '15.932', '17.656', '-0.414', '4.643', '8.325', '9.071', '-0.406', '405.0', '935.982', '541.288', '-0.981', '0.42200000000000004', '0.612', '-0.063', '2016-01-18']"
2016-01-19,"['26.318', '14.913', '15.898', '0.7170000000000001', '18.701', '8.248', '8.717', '1.199', '793.0', '939.7139999999999', '540.14', '-0.272', '0.43', '1.321', '-0.179', '2016-01-19']"
2016-01-20,"['-13.219000000000001', '12.955', '16.941', '-1.545', '-12.46', '6.895', '9.777999999999999', '-1.979', '1643.0', '982.993', '563.298', '1.172', '0.401', '1.546', '0.10300000000000001', '2016-01-20']"
2016-01-21,"['30.143', '14.07', '16.874000000000002', '0.953', '23.639', '7.997999999999999', '10.067', '1.554', '1973.0', '1046.326', '595.025', '1.557', '0.311', '1.682', '0.256', '2016-01-21']"
2016-01-22,"['62.708', '16.352', '19.743', '2.3480000000000003', '38.388000000000005', '9.182', '11.582', '2.522', '1341.0', '1106.39', '565.317', '0.415', '0.326', '0.915', '-0.013999999999999999', '2016-01-22']"
2016-01-23,"['51.715', '18.128', '20.923000000000002', '1.605', '24.429000000000002', '9.551', '10.936', '1.36', '749.0', '1132.377', '533.89', '-0.718', '0.39899999999999997', '0.51', '-0.008', '2016-01-23']"
2016-01-24,"['6.849', '18.573', '22.816999999999997', '-0.514', '5.58', '9.834', '11.722000000000001', '-0.363', '242.0', '1124.799', '551.0169999999999', '-1.6019999999999999', '0.541', '0.525', '-0.015', '2016-01-24']"
2016-01-25,"['15.529000000000002', '17.816', '22.766', '-0.1', '9.654', '9.332', '11.585999999999999', '0.027999999999999997', '531.0', '1092.135', '565.401', '-0.992', '0.444', '0.634', '0.026000000000000002', '2016-01-25']"
2016-01-26,"['28.959', '18.404', '22.824', '0.462', '23.728', '10.28', '11.914000000000001', '1.129', '1109.0', '1094.799', '569.511', '0.025', '0.33399999999999996', '0.5870000000000001', '0.23199999999999998', '2016-01-26']"
2016-01-27,"['60.297', '21.311', '23.788', '1.639', '34.662', '11.934000000000001', '11.745999999999999', '1.935', '1150.0', '1079.014', '564.8480000000001', '0.126', '0.391', '0.691', '0.14400000000000002', '2016-01-27']"
2016-01-28,"['30.691999999999997', '21.593000000000004', '24.088', '0.37799999999999995', '10.762', '11.475', '11.364', '-0.063', '1424.0', '1068.8', '555.693', '0.639', '0.287', '1.28', '-0.165', '2016-01-28']"
2016-01-29,"['33.1', '23.631999999999998', '24.23', '0.391', '22.854', '12.823', '11.564', '0.867', '1219.0', '1070.633', '553.715', '0.268', '0.293', '0.639', '0.264', '2016-01-29']"
2016-01-30,"['67.12', '25.910999999999998', '26.095', '1.579', '32.66', '13.603', '12.232999999999999', '1.558', '887.0', '1096.392', '527.684', '-0.397', '0.382', '0.5', '-0.107', '2016-01-30']"
2016-01-31,"['-1.895', '25.541999999999998', '27.539', '-0.996', '-1.661', '13.220999999999998', '13.218', '-1.126', '285.0', '1086.15', '546.947', '-1.465', '0.467', '0.455', '0.049', '2016-01-31']"
2016-02-01,"['18.108', '25.005', '27.415', '-0.252', '12.499', '12.934000000000001', '12.989', '-0.034', '635.0', '1047.512', '548.24', '-0.752', '0.37799999999999995', '0.583', '0.077', '2016-02-01']"
2016-02-02,"['45.766999999999996', '25.423000000000002', '27.793000000000003', '0.732', '21.840999999999998', '12.883', '13.159', '0.6809999999999999', '1049.0', '1031.048', '551.188', '0.033', '0.303', '0.59', '-0.073', '2016-02-02']"
2016-02-03,"['8.195', '26.928', '26.18', '-0.716', '2.63', '13.427', '12.767999999999999', '-0.846', '1252.0', '1009.444', '535.36', '0.45299999999999996', '0.311', '0.932', '0.068', '2016-02-03']"
2016-02-04,"['47.513000000000005', '27.375', '26.228', '0.768', '27.659000000000002', '14.202', '13.07', '1.03', '1208.0', '982.308', '510.281', '0.442', '0.3', '0.9159999999999999', '-0.067', '2016-02-04']"
2016-02-05,"['26.775', '27.705', '25.655', '-0.036000000000000004', '11.591', '14.114', '12.672', '-0.19899999999999998', '958.0', '955.058', '487.44', '0.006', '0.324', '0.669', '-0.11900000000000001', '2016-02-05']"
2016-02-06,"['6.271', '28.087', '25.769000000000002', '-0.847', '1.837', '14.3', '12.763', '-0.976', '956.0', '986.834', '466.60900000000004', '-0.066', '0.332', '0.715', '0.066', '2016-02-06']"
2016-02-07,"['1.886', '27.514', '26.256999999999998', '-0.976', '2.189', '14.026', '12.962', '-0.9129999999999999', '226.0', '981.179', '482.38300000000004', '-1.5659999999999998', '0.54', '0.461', '0.109', '2016-02-07']"
2016-02-08,"['2.218', '26.454', '26.906999999999996', '-0.9009999999999999', '-0.425', '13.09', '13.385', '-1.01', '678.0', '982.5039999999999', '477.31699999999995', '-0.638', '0.40700000000000003', '0.754', '0.0', '2016-02-08']"
2016-02-09,"['19.553', '28.086', '25.519000000000002', '-0.33399999999999996', '12.183', '14.343', '12.162', '-0.17800000000000002', '1423.0', '968.418', '475.69300000000004', '0.956', '0.318', '1.514', '-0.023', '2016-02-09']"
2016-02-10,"['52.443000000000005', '29.463', '26.087', '0.8809999999999999', '40.266999999999996', '15.494000000000002', '13.612', '1.82', '1277.0', '929.919', '411.779', '0.843', '0.305', '1.518', '0.083', '2016-02-10']"
2016-02-11,"['-10.482000000000001', '25.070999999999998', '25.898000000000003', '-1.3730000000000002', '-8.776', '12.640999999999998', '13.014000000000001', '-1.646', '1423.0', '935.36', '417.027', '1.169', '0.29100000000000004', '1.551', '-0.065', '2016-02-11']"
2016-02-12,"['25.765', '24.408', '22.394000000000002', '0.061', '20.988000000000003', '12.735999999999999', '11.429', '0.722', '1535.0', '967.52', '436.375', '1.3', '0.301', '1.7519999999999998', '0.22899999999999998', '2016-02-12']"
2016-02-13,"['37.39', '25.695999999999998', '22.162', '0.528', '19.371', '13.269', '11.196', '0.545', '709.0', '989.2760000000001', '408.349', '-0.6859999999999999', '0.384', '0.451', '-0.084', '2016-02-13']"
2016-02-14,"['5.417000000000001', '25.177', '22.633000000000003', '-0.873', '3.6510000000000002', '12.953', '11.409', '-0.815', '212.0', '983.992', '425.26800000000003', '-1.815', '0.608', '0.363', '-0.159', '2016-02-14']"
2016-02-15,"['19.839000000000002', '25.35', '22.316999999999997', '-0.247', '13.017999999999999', '13.065999999999999', '11.284', '-0.004', '401.0', '952.418', '443.065', '-1.245', '0.42100000000000004', '0.45399999999999996', '0.091', '2016-02-15']"
2016-02-16,"['37.13', '23.997', '20.686999999999998', '0.635', '23.051', '12.618', '10.727', '0.973', '669.0', '927.18', '445.499', '-0.58', '0.381', '0.547', '-0.081', '2016-02-16']"
2016-02-17,"['72.439', '25.746', '23.198', '2.013', '40.852', '13.925999999999998', '12.591', '2.1390000000000002', '987.0', '900.957', '433.048', '0.19899999999999998', '0.345', '0.602', '0.055999999999999994', '2016-02-17']"
2016-02-18,"['48.387', '26.621', '22.638', '0.961', '31.461', '14.615', '12.595', '1.337', '1083.0', '898.562', '430.911', '0.428', '0.36200000000000004', '1.5190000000000001', '-0.12300000000000001', '2016-02-18']"
2016-02-19,"['7.233', '23.43', '19.894000000000002', '-0.8140000000000001', '0.938', '12.857999999999999', '11.73', '-1.016', '1044.0', '895.663', '427.19', '0.34700000000000003', '0.317', '1.285', '-0.21100000000000002', '2016-02-19']"
2016-02-20,"['34.631', '25.590999999999998', '18.958', '0.47700000000000004', '18.283', '14.130999999999998', '11.091', '0.374', '719.0', '915.3660000000001', '406.14300000000003', '-0.483', '0.289', '0.579', '0.086', '2016-02-20']"
2016-02-21,"['13.309000000000001', '25.182', '18.632', '-0.637', '7.886', '13.998', '10.946', '-0.5579999999999999', '233.0', '906.9580000000001', '424.352', '-1.588', '0.511', '0.44', '0.046', '2016-02-21']"
2016-02-22,"['36.624', '24.64', '17.712', '0.677', '27.619', '14.204', '11.033', '1.216', '627.0', '889.018', '426.702', '-0.614', '0.39899999999999997', '0.735', '0.259', '2016-02-22']"
2016-02-23,"['38.391999999999996', '25.485', '17.512999999999998', '0.737', '17.506', '14.293', '10.42', '0.308', '1050.0', '874.038', '427.629', '0.41100000000000003', '0.305', '1.2229999999999999', '-0.013999999999999999', '2016-02-23']"
2016-02-24,"['21.868000000000002', '25.241999999999997', '18.048', '-0.187', '10.952', '14.117', '10.59', '-0.299', '1205.0', '872.654', '425.165', '0.782', '0.298', '1.598', '-0.125', '2016-02-24']"
2016-02-25,"['48.423', '25.833000000000002', '18.743', '1.205', '22.714000000000002', '14.335', '10.815999999999999', '0.775', '1268.0', '883.6560000000001', '431.745', '0.89', '0.287', '1.652', '-0.261', '2016-02-25']"
2016-02-26,"['127.96799999999999', '32.466', '29.396', '3.2489999999999997', '78.14399999999999', '18.535999999999998', '17.812', '3.347', '1371.0', '903.0060000000001', '443.30199999999996', '1.056', '0.268', '1.8940000000000001', '0.09300000000000001', '2016-02-26']"
2016-02-27,"['39.659', '33.139', '24.142', '0.27', '19.754', '18.546', '14.067', '0.086', '773.0', '925.2669999999999', '413.778', '-0.368', '0.32299999999999995', '0.6970000000000001', '-0.071', '2016-02-27']"
2016-02-28,"['10.288', '34.008', '24.761', '-0.958', '6.376', '18.926', '14.145', '-0.887', '272.0', '919.903', '428.82800000000003', '-1.511', '0.43', '0.49700000000000005', '0.011000000000000001', '2016-02-28']"
2016-02-29,"['12.776', '34.164', '24.552', '-0.871', '6.86', '18.980999999999998', '14.052999999999999', '-0.863', '487.0', '875.875', '423.7', '-0.9179999999999999', '0.405', '0.71', '-0.08900000000000001', '2016-02-29']"
2016-03-01,"['36.07', '34.429', '24.366', '0.067', '24.965', '19.377', '13.959000000000001', '0.4', '963.0', '855.552', '417.165', '0.258', '0.35200000000000004', '1.3090000000000002', '0.318', '2016-03-01']"
2016-03-02,"['63.955', '36.333', '25.105999999999998', '1.1', '32.008', '20.311', '13.779000000000002', '0.8490000000000001', '1136.0', '839.2739999999999', '400.32800000000003', '0.741', '0.32799999999999996', '1.462', '-0.213', '2016-03-02']"
2016-03-03,"['44.449', '37.876999999999995', '25.154', '0.261', '23.593000000000004', '20.77', '13.849', '0.204', '933.0', '811.066', '367.62199999999996', '0.332', '0.41700000000000004', '1.393', '0.073', '2016-03-03']"
2016-03-04,"['44.615', '38.273', '25.141', '0.252', '26.743000000000002', '21.162', '13.88', '0.402', '1021.0', '819.1110000000001', '368.166', '0.5479999999999999', '0.327', '1.64', '0.044000000000000004', '2016-03-04']"
2016-03-05,"['34.409', '39.637', '24.179000000000002', '-0.21600000000000003', '15.982000000000001', '21.756', '13.456', '-0.429', '772.0', '844.4639999999999', '340.216', '-0.213', '0.377', '1.17', '-0.052000000000000005', '2016-03-05']"
2016-03-06,"['10.604000000000001', '39.119', '24.646', '-1.157', '5.818', '21.403000000000002', '13.763', '-1.1320000000000001', '276.0', '844.8610000000001', '350.496', '-1.6230000000000002', '0.45299999999999996', '0.5710000000000001', '0.0', '2016-03-06']"
2016-03-07,"['12.783', '37.743', '25.191', '-0.991', '9.738', '20.61', '13.852', '-0.785', '537.0', '842.283', '351.449', '-0.8690000000000001', '0.40399999999999997', '0.775', '0.28600000000000003', '2016-03-07']"
2016-03-08,"['-8.71', '33.81', '26.715', '-1.5919999999999999', '-8.615', '18.101', '15.027999999999999', '-1.778', '1017.0', '835.5319999999999', '358.914', '0.506', '0.319', '1.655', '-0.18', '2016-03-08']"
2016-03-09,"['11.511', '32.584', '25.8', '-0.8170000000000001', '6.2379999999999995', '17.365', '13.988', '-0.795', '1002.0', '834.5060000000001', '358.389', '0.467', '0.314', '1.621', '-0.039', '2016-03-09']"
2016-03-10,"['26.802', '32.604', '26.151999999999997', '-0.222', '14.549000000000001', '17.430999999999997', '14.129000000000001', '-0.204', '1011.0', '834.7860000000001', '358.418', '0.49200000000000005', '0.326', '1.615', '-0.14300000000000002', '2016-03-10']"
2016-03-11,"['10.456', '32.01', '26.605999999999998', '-0.81', '12.302', '17.512999999999998', '14.162', '-0.368', '1210.0', '853.128', '366.147', '0.975', '0.28800000000000003', '1.93', '0.055', '2016-03-11']"
2016-03-12,"['45.23', '33.274', '26.826999999999998', '0.446', '20.476', '17.852', '14.195', '0.185', '820.0', '879.877', '336.18800000000005', '-0.17800000000000002', '0.344', '0.688', '0.06', '2016-03-12']"
2016-03-13,"['9.542', '32.376999999999995', '27.421', '-0.833', '5.94', '17.272000000000002', '14.493', '-0.782', '198.0', '869.5260000000001', '363.028', '-1.85', '0.51', '0.48200000000000004', '0.015', '2016-03-13']"
2016-03-14,"['27.164', '31.328000000000003', '27.061999999999998', '-0.154', '18.549', '17.012', '14.424000000000001', '0.107', '507.0', '841.779', '365.17199999999997', '-0.917', '0.42', '0.647', '0.135', '2016-03-14']"
2016-03-15,"['9.475', '30.456999999999997', '27.357', '-0.767', '-0.9', '16.14', '14.853', '-1.147', '752.0', '816.8580000000001', '363.455', '-0.17800000000000002', '0.32', '0.6809999999999999', '-0.046', '2016-03-15']"
2016-03-16,"['14.86', '28.9', '26.125999999999998', '-0.537', '10.215', '15.588', '13.83', '-0.38799999999999996', '667.0', '782.819', '346.226', '-0.335', '0.35200000000000004', '0.693', '0.077', '2016-03-16']"
2016-03-17,"['23.471', '24.709', '20.291', '-0.061', '12.478', '13.147', '9.698', '-0.069', '1151.0', '780.118', '337.30199999999996', '1.1', '0.31', '1.7719999999999998', '-0.107', '2016-03-17']"
2016-03-18,"['45.083', '24.298000000000002', '19.459', '1.068', '25.61', '13.14', '9.681000000000001', '1.288', '936.0', '779.133', '331.64300000000003', '0.473', '0.348', '1.264', '-0.14300000000000002', '2016-03-18']"
2016-03-19,"['20.367', '24.693', '19.171', '-0.226', '10.452', '13.306', '9.475', '-0.301', '485.0', '787.575', '319.42400000000004', '-0.9470000000000001', '0.46399999999999997', '0.45399999999999996', '0.047', '2016-03-19']"
2016-03-20,"['12.140999999999998', '24.526999999999997', '19.311', '-0.6409999999999999', '7.965', '13.235999999999999', '9.522', '-0.5539999999999999', '168.0', '778.2189999999999', '336.001', '-1.8159999999999998', '0.542', '0.45899999999999996', '0.08800000000000001', '2016-03-20']"
2016-03-21,"['13.699000000000002', '23.663', '19.19', '-0.519', '7.941', '12.675999999999998', '9.544', '-0.496', '485.0', '757.2460000000001', '335.795', '-0.8109999999999999', '0.414', '0.737', '-0.26', '2016-03-21']"
2016-03-22,"['0.13', '20.340999999999998', '16.679000000000002', '-1.212', '-2.93', '10.883', '8.883', '-1.555', '755.0', '731.664', '330.397', '0.071', '0.335', '0.9009999999999999', '0.081', '2016-03-22']"
2016-03-23,"['8.772', '18.454', '15.81', '-0.612', '6.722', '9.936', '8.53', '-0.377', '820.0', '724.6560000000001', '327.912', '0.29100000000000004', '0.33899999999999997', '1.185', '-0.226', '2016-03-23']"
2016-03-24,"['-8.763', '15.625', '15.671', '-1.556', '-5.832000000000001', '8.146', '8.237', '-1.6969999999999998', '881.0', '719.204', '324.519', '0.499', '0.348', '1.297', '0.12300000000000001', '2016-03-24']"
2016-03-25,"['34.263000000000005', '16.151', '15.337', '1.181', '20.753', '8.607000000000001', '8.384', '1.449', '547.0', '704.562', '322.334', '-0.489', '0.377', '0.614', '0.017', '2016-03-25']"
2016-03-26,"['9.485', '15.5', '14.914000000000001', '-0.40299999999999997', '6.0520000000000005', '8.163', '7.982', '-0.265', '179.0', '703.895', '330.32199999999995', '-1.589', '0.48', '0.49', '-0.015', '2016-03-26']"
